user_name,event_id,event_name,start_datetime
jcunningham,135,Guided Hike in the Bieszczady Mountains,2020-01-10T15:00:00
jcunningham,134,Guided Hike in the Tatra Mountains,2022-06-26T02:00:00
jcunningham,145,Guided Hike in the Beskidy Mountains,2030-09-22T02:00:00
jcunningham,141,Guided Hike in the Bieszczady Mountains,2029-09-27T02:00:00
jcunningham,146,Guided Hike in the Tatra Mountains - Winter Edition,2029-02-10T19:00:00
aguilarrebecca,3,Foo Fighters Concrete and Gold Tour,2020-01-14T20:00:00
aguilarrebecca,1,The Stone Roses Reunion,2021-02-23T15:00:00
aguilarrebecca,5,Future Rock Fest 2026,2028-02-12T21:00:00
aguilarrebecca,7,Greta Van Fleet Starcatcher Tour,2026-03-27T22:00:00
mollylopez,74,Wimbledon Men's Final 2023,2022-01-04T13:00:00
mollylopez,83,Laver Cup 2028,2026-08-08T06:00:00
mollylopez,76,Australian Open 2029,2028-03-08T02:00:00
mollylopez,85,Hopman Cup 2028,2027-07-04T13:00:00
danielsnicolas,309,Poetry Writing Workshop,2024-07-22T08:00:00
danielsnicolas,311,Non-Fiction Writing Workshop,2024-02-19T02:00:00
danielsnicolas,313,Creative Writing Workshop,2029-10-05T09:00:00
danielsnicolas,316,Non-Fiction Writing Workshop,2029-05-08T03:00:00
danielsnicolas,318,Screenwriting Workshop,2028-02-21T21:00:00
danielgarcia,44,MLS Cup Final,2020-08-02T19:00:00
danielgarcia,53,CONCACAF Gold Cup Final,2030-02-08T16:00:00
pfoster,279,Wildlife Photography Walk,2023-12-09T07:00:00
pfoster,285,Landscape Photography Walk,2026-07-04T21:00:00
pfoster,283,Wildlife Photography Walk,2030-04-03T02:00:00
campbelllauren,152,Wroclaw Half Marathon 2023,2022-03-10T01:00:00
campbelllauren,151,Poznan Marathon 2023,2020-10-12T18:00:00
campbelllauren,149,Krakow Half Marathon 2023,2022-05-03T23:00:00
campbelllauren,150,Gdynia 10K Run 2023,2023-09-17T22:00:00
campbelllauren,157,Poznan Marathon 2027,2027-12-19T14:00:00
campbelllauren,156,Gdynia 10K Run 2027,2030-05-14T08:00:00
johnhicks,120,Paris-Roubaix 2023,2022-02-02T10:00:00
johnhicks,123,UCI Mountain Bike World Championships,2022-06-23T17:00:00
johnhicks,118,Vuelta a España Stage 8,2023-10-14T21:00:00
johnhicks,116,Tour de France Stage 10,2022-07-05T11:00:00
johnhicks,131,UCI Mountain Bike World Championships 2028,2028-09-23T19:00:00
johnhicks,130,UCI Cyclo-cross World Championships 2028,2028-05-15T16:00:00
shawsamantha,277,Urban Photography Walk,2023-11-16T04:00:00
shawsamantha,279,Wildlife Photography Walk,2023-12-09T07:00:00
shawsamantha,276,Nature Photography Walk,2022-07-21T01:00:00
shawsamantha,286,Astrophotography Walk,2028-06-10T20:00:00
shawsamantha,281,Urban Photography Walk,2030-03-22T01:00:00
aguirredavid,90,CEV Champions League Final,2024-10-27T10:00:00
aguirredavid,93,Olympic Volleyball Tournament,2029-11-13T04:00:00
tamara66,276,Nature Photography Walk,2022-07-21T01:00:00
tamara66,280,Nature Photography Walk,2026-02-03T13:00:00
catherineavila,244,Yoga for Balance Workshop,2024-12-25T10:00:00
catherineavila,255,Yoga for Kids Workshop,2026-02-17T18:00:00
catherineavila,250,Yoga for Flexibility Workshop,2030-02-21T04:00:00
catherineavila,249,Yoga for Stress Relief Workshop,2028-01-06T07:00:00
elizabeth94,24,Tomorrowland Belgium 2022,2020-01-23T12:00:00
elizabeth94,25,EDC Las Vegas 2023,2024-06-05T12:00:00
elizabeth94,26,Ultra Music Festival Miami 2028,2027-02-03T17:00:00
elizabeth94,27,Awakenings Festival 2027,2026-05-21T10:00:00
barneschelsea,25,EDC Las Vegas 2023,2024-06-05T12:00:00
barneschelsea,28,Creamfields UK 2029,2030-01-07T01:00:00
barneschelsea,27,Awakenings Festival 2027,2026-05-21T10:00:00
shortsteven,2,Arctic Monkeys Live 2023,2022-09-13T03:00:00
shortsteven,8,The Black Keys Dropout Boogie Tour,2027-10-25T18:00:00
simpsonkendra,168,Grand Slam Chess Tournament 2023,2024-07-24T11:00:00
simpsonkendra,172,FIDE Grand Prix 2023,2020-02-15T06:00:00
simpsonkendra,176,Chess Olympiad 2028,2029-02-20T17:00:00
watsonbradley,134,Guided Hike in the Tatra Mountains,2022-06-26T02:00:00
watsonbradley,139,Guided Hike in the Beskidy Mountains,2021-03-27T14:00:00
watsonbradley,136,Guided Hike in the Pieniny Mountains,2024-05-27T18:00:00
watsonbradley,137,Guided Hike in the Karkonosze Mountains,2020-06-17T13:00:00
watsonbradley,147,Guided Hike in the Bieszczady Mountains - Winter Edition,2029-06-14T21:00:00
watsonbradley,141,Guided Hike in the Bieszczady Mountains,2029-09-27T02:00:00
wchavez,103,World Swimming Championships 2023,2022-12-02T19:00:00
wchavez,106,FINA Grand Prix 2023,2021-10-06T15:00:00
wchavez,105,FINA World Cup 2023,2024-04-20T21:00:00
wchavez,104,European Swimming Championships 2023,2024-06-02T20:00:00
wchavez,107,FINA Swimming World Series 2023,2020-03-13T02:00:00
wchavez,114,FINA Swimming World Cup 2028,2028-08-08T19:00:00
wchavez,108,Olympic Swimming Trials 2028,2028-01-20T07:00:00
wchavez,115,FINA Swimming World Championships 2028,2030-10-25T03:00:00
andersonnathan,122,UCI Cyclo-cross World Championships,2024-06-27T16:00:00
andersonnathan,116,Tour de France Stage 10,2022-07-05T11:00:00
andersonnathan,123,UCI Mountain Bike World Championships,2022-06-23T17:00:00
andersonnathan,121,Tour of Flanders 2023,2024-02-02T03:00:00
andersonnathan,118,Vuelta a España Stage 8,2023-10-14T21:00:00
andersonnathan,126,Vuelta a España Stage 12,2030-10-10T16:00:00
andersonnathan,129,Tour of Flanders 2028,2028-03-06T10:00:00
yroach,309,Poetry Writing Workshop,2024-07-22T08:00:00
yroach,308,Creative Writing Workshop,2024-09-20T12:00:00
yroach,311,Non-Fiction Writing Workshop,2024-02-19T02:00:00
yroach,318,Screenwriting Workshop,2028-02-21T21:00:00
yroach,315,Fiction Writing Workshop,2029-12-03T17:00:00
romerojacqueline,153,Lodz 10K Run 2023,2022-05-12T05:00:00
romerojacqueline,148,Warsaw Marathon 2023,2023-02-24T11:00:00
romerojacqueline,158,Wroclaw Half Marathon 2027,2027-11-01T08:00:00
romerojacqueline,155,Krakow Half Marathon 2027,2030-07-22T17:00:00
robertwoods,169,Chess Olympiad 2023,2022-12-23T17:00:00
robertwoods,171,World Blitz Chess Championship 2023,2020-07-09T22:00:00
robertwoods,168,Grand Slam Chess Tournament 2023,2024-07-24T11:00:00
robertwoods,172,FIDE Grand Prix 2023,2020-02-15T06:00:00
robertwoods,175,Grand Slam Chess Tournament 2028,2030-12-25T12:00:00
robertwoods,174,Candidates Tournament 2028,2027-09-16T03:00:00
hodgestyler,258,Cybersecurity and Data Protection Conference 2023,2020-10-02T09:00:00
hodgestyler,264,Quantum Computing Conference 2023,2021-11-17T09:00:00
hodgestyler,256,AI and Machine Learning Conference 2023,2023-12-03T02:00:00
hodgestyler,257,Blockchain Technology Summit 2023,2022-05-19T08:00:00
hodgestyler,268,Cloud Computing and Virtualization Conference 2028,2029-10-05T04:00:00
sstone,75,French Open Women's Semi-final,2020-08-08T20:00:00
sstone,86,ATP Next Gen Finals 2028,2030-10-16T23:00:00
snowadrian,34,MLS All-Star Game,2022-01-24T20:00:00
snowadrian,38,Scottish Premiership Old Firm,2021-04-22T12:00:00
snowadrian,43,MLS Western Conference Final,2022-11-07T12:00:00
snowadrian,35,Ligue 1 Paris Derby,2021-06-21T15:00:00
snowadrian,45,CONCACAF Champions League Final,2022-08-10T16:00:00
snowadrian,40,A-League Sydney Derby,2024-02-14T13:00:00
snowadrian,31,La Liga El Clasico,2022-01-22T19:00:00
snowadrian,37,Primeira Liga O Clássico,2020-05-16T04:00:00
snowadrian,41,J-League Tokyo Derby,2021-12-27T16:00:00
snowadrian,50,AFC Asian Cup 2027 Final,2029-01-12T05:00:00
snowadrian,46,Euro 2028 Group Stage,2028-06-04T13:00:00
snowadrian,54,CONMEBOL Libertadores Final,2026-08-26T04:00:00
pmckenzie,3,Foo Fighters Concrete and Gold Tour,2020-01-14T20:00:00
pmckenzie,2,Arctic Monkeys Live 2023,2022-09-13T03:00:00
pmckenzie,6,Led Zeppelin Tribute Band,2030-02-15T18:00:00
pmckenzie,7,Greta Van Fleet Starcatcher Tour,2026-03-27T22:00:00
nixonpaul,148,Warsaw Marathon 2023,2023-02-24T11:00:00
nixonpaul,156,Gdynia 10K Run 2027,2030-05-14T08:00:00
nixonpaul,162,Gdynia Half Marathon 2027,2026-10-03T02:00:00
gjones,74,Wimbledon Men's Final 2023,2022-01-04T13:00:00
gjones,83,Laver Cup 2028,2026-08-08T06:00:00
bpeters,212,Zumba Dance Party,2022-06-20T23:00:00
bpeters,210,Hip Hop Dance Battle,2023-05-12T13:00:00
bpeters,203,Beginner Hip Hop Class,2022-11-20T19:00:00
bpeters,214,Ballroom Dance Showcase,2023-01-27T08:00:00
bpeters,215,Jazz Dance Performance,2023-03-10T14:00:00
bpeters,208,Jazz Dance Workshop,2020-01-12T02:00:00
bpeters,211,Salsa Dance Festival,2021-02-14T19:00:00
bpeters,207,Ballroom Dance Competition,2021-03-06T06:00:00
bpeters,204,Intermediate Ballet Workshop,2023-02-26T13:00:00
bpeters,205,Salsa Social Dance Night,2022-08-10T16:00:00
bpeters,236,Hip Hop Dance Workshop,2028-09-20T14:00:00
bpeters,232,Contemporary Dance Class,2027-07-22T20:00:00
bpeters,223,Salsa Dance Festival,2027-06-25T03:00:00
johnjackson,240,Yoga for Athletes Workshop,2020-05-04T08:00:00
johnjackson,252,Yoga for Balance Workshop,2027-03-16T13:00:00
millerkaren,278,Street Photography Walk,2022-11-04T18:00:00
millerkaren,281,Urban Photography Walk,2030-03-22T01:00:00
tracey54,61,EuroLeague Championship,2020-05-20T22:00:00
tracey54,65,NCAA Championship Game,2020-12-13T08:00:00
tracey54,66,NBA All-Star Game,2023-01-08T01:00:00
tracey54,72,FIBA U19 World Cup Final,2026-06-15T21:00:00
carolyn34,321,Genetics and Genomics Conference 2023,2024-10-09T13:00:00
carolyn34,324,Chemistry Conference 2023,2024-08-03T16:00:00
carolyn34,325,Biology Conference 2023,2023-10-12T02:00:00
carolyn34,326,Environmental Science Conference 2023,2020-11-03T02:00:00
carolyn34,330,Physics and Astronomy Conference 2028,2028-12-07T07:00:00
jeremywilkerson,14,Demi Lovato Tell Me You Love Me Tour,2020-02-11T18:00:00
jeremywilkerson,12,Ariana Grande Dangerous,2022-03-06T17:00:00
jeremywilkerson,15,Shawn Mendes Illuminate World Tour,2023-05-25T06:00:00
jeremywilkerson,10,Dua Lipa Future Nostalgia Tour,2023-12-03T06:00:00
jeremywilkerson,11,Harry Styles Love on Tour,2023-12-08T09:00:00
jeremywilkerson,16,Billie Eilish World Tour 2027,2026-12-17T13:00:00
aaronsims,65,NCAA Championship Game,2020-12-13T08:00:00
aaronsims,64,FIBA EuroBasket Final,2024-10-07T15:00:00
aaronsims,63,Olympic Basketball Final,2021-11-07T08:00:00
aaronsims,62,WNBA Finals Game 5,2023-08-26T03:00:00
aaronsims,68,NCAA Final Four 2028,2030-01-24T06:00:00
aaronsims,70,EuroLeague Final Four,2026-12-01T10:00:00
davidcook,105,FINA World Cup 2023,2024-04-20T21:00:00
davidcook,102,Olympic Swimming Finals 2024,2021-04-13T16:00:00
davidcook,103,World Swimming Championships 2023,2022-12-02T19:00:00
davidcook,112,FINA Grand Prix 2028,2028-02-17T01:00:00
davidcook,110,European Swimming Championships 2028,2029-01-19T15:00:00
alice59,62,WNBA Finals Game 5,2023-08-26T03:00:00
alice59,66,NBA All-Star Game,2023-01-08T01:00:00
alice59,65,NCAA Championship Game,2020-12-13T08:00:00
alice59,60,NBA Finals Game 7 2024,2022-04-15T18:00:00
alice59,64,FIBA EuroBasket Final,2024-10-07T15:00:00
alice59,70,EuroLeague Final Four,2026-12-01T10:00:00
dean91,167,Candidates Tournament 2023,2023-09-27T12:00:00
dean91,166,World Chess Championship 2023,2024-04-22T15:00:00
dean91,171,World Blitz Chess Championship 2023,2020-07-09T22:00:00
dean91,172,FIDE Grand Prix 2023,2020-02-15T06:00:00
dean91,169,Chess Olympiad 2023,2022-12-23T17:00:00
dean91,177,World Rapid Chess Championship 2028,2026-01-03T05:00:00
dean91,175,Grand Slam Chess Tournament 2028,2030-12-25T12:00:00
collierjack,1,The Stone Roses Reunion,2021-02-23T15:00:00
collierjack,6,Led Zeppelin Tribute Band,2030-02-15T18:00:00
collierjack,5,Future Rock Fest 2026,2028-02-12T21:00:00
collierjack,7,Greta Van Fleet Starcatcher Tour,2026-03-27T22:00:00
jessica93,4,Queens of the Stone Age Villains Tour,2023-09-07T10:00:00
jessica93,1,The Stone Roses Reunion,2021-02-23T15:00:00
jessica93,6,Led Zeppelin Tribute Band,2030-02-15T18:00:00
jessica93,8,The Black Keys Dropout Boogie Tour,2027-10-25T18:00:00
rgonzalez,64,FIBA EuroBasket Final,2024-10-07T15:00:00
rgonzalez,60,NBA Finals Game 7 2024,2022-04-15T18:00:00
rgonzalez,66,NBA All-Star Game,2023-01-08T01:00:00
rgonzalez,62,WNBA Finals Game 5,2023-08-26T03:00:00
rgonzalez,69,Olympic Basketball Qualifiers,2028-06-22T08:00:00
lawrenceamy,14,Demi Lovato Tell Me You Love Me Tour,2020-02-11T18:00:00
lawrenceamy,11,Harry Styles Love on Tour,2023-12-08T09:00:00
lawrenceamy,12,Ariana Grande Dangerous,2022-03-06T17:00:00
lawrenceamy,15,Shawn Mendes Illuminate World Tour,2023-05-25T06:00:00
lawrenceamy,21,Justin Bieber Justice World Tour,2028-07-08T10:00:00
lawrenceamy,18,Ed Sheeran +-=÷× Tour,2026-06-22T14:00:00
garciaangela,277,Urban Photography Walk,2023-11-16T04:00:00
garciaangela,276,Nature Photography Walk,2022-07-21T01:00:00
garciaangela,286,Astrophotography Walk,2028-06-10T20:00:00
garciaangela,282,Street Photography Walk,2028-01-17T02:00:00
garciaangela,280,Nature Photography Walk,2026-02-03T13:00:00
anthony10,183,Hearthstone World Championship 2023,2020-02-24T03:00:00
anthony10,200,Pokemon World Championship 2028,2027-02-19T08:00:00
anthony10,198,Flesh and Blood World Championship 2028,2027-02-23T18:00:00
penajanet,238,Morning Vinyasa Flow,2020-05-23T15:00:00
penajanet,241,Yoga for Stress Relief Workshop,2021-11-23T07:00:00
penajanet,253,Yoga for Mindfulness Workshop,2026-08-17T05:00:00
penajanet,249,Yoga for Stress Relief Workshop,2028-01-06T07:00:00
tpeterson,65,NCAA Championship Game,2020-12-13T08:00:00
tpeterson,64,FIBA EuroBasket Final,2024-10-07T15:00:00
tpeterson,61,EuroLeague Championship,2020-05-20T22:00:00
tpeterson,62,WNBA Finals Game 5,2023-08-26T03:00:00
tpeterson,73,FIBA U17 World Cup Final,2030-11-23T12:00:00
deborah43,74,Wimbledon Men's Final 2023,2022-01-04T13:00:00
deborah43,81,Fed Cup Final 2028,2028-06-03T11:00:00
darleneporter,117,Giro d'Italia Stage 5,2021-05-26T16:00:00
darleneporter,122,UCI Cyclo-cross World Championships,2024-06-27T16:00:00
darleneporter,131,UCI Mountain Bike World Championships 2028,2028-09-23T19:00:00
katrina82,102,Olympic Swimming Finals 2024,2021-04-13T16:00:00
katrina82,113,FINA Swimming World Series 2028,2027-03-23T13:00:00
julie77,191,World Championship of Online Poker 2023,2024-05-16T01:00:00
julie77,190,World Championship of Online Poker 2023,2022-07-02T13:00:00
julie77,189,World Championship of Online Poker 2023,2024-06-23T18:00:00
julie77,184,Gwent Masters 2023,2022-12-22T23:00:00
julie77,194,Magic: The Gathering Pro Tour 2028,2029-09-13T12:00:00
julie77,202,World Championship of Online Poker 2028,2026-12-24T09:00:00
mendezryan,24,Tomorrowland Belgium 2022,2020-01-23T12:00:00
mendezryan,26,Ultra Music Festival Miami 2028,2027-02-03T17:00:00
angelasmith,137,Guided Hike in the Karkonosze Mountains,2020-06-17T13:00:00
angelasmith,135,Guided Hike in the Bieszczady Mountains,2020-01-10T15:00:00
angelasmith,140,Guided Hike in the Tatra Mountains,2026-02-27T14:00:00
angelasmith,144,Guided Hike in the Sudetes Mountains,2027-03-25T23:00:00
april43,63,Olympic Basketball Final,2021-11-07T08:00:00
april43,64,FIBA EuroBasket Final,2024-10-07T15:00:00
april43,70,EuroLeague Final Four,2026-12-01T10:00:00
christopherbarrera,25,EDC Las Vegas 2023,2024-06-05T12:00:00
christopherbarrera,28,Creamfields UK 2029,2030-01-07T01:00:00
christopherbarrera,26,Ultra Music Festival Miami 2028,2027-02-03T17:00:00
pcole,117,Giro d'Italia Stage 5,2021-05-26T16:00:00
pcole,116,Tour de France Stage 10,2022-07-05T11:00:00
pcole,124,Tour de France Stage 15,2027-08-06T20:00:00
wrighttony,148,Warsaw Marathon 2023,2023-02-24T11:00:00
wrighttony,150,Gdynia 10K Run 2023,2023-09-17T22:00:00
wrighttony,151,Poznan Marathon 2023,2020-10-12T18:00:00
wrighttony,152,Wroclaw Half Marathon 2023,2022-03-10T01:00:00
wrighttony,156,Gdynia 10K Run 2027,2030-05-14T08:00:00
wrighttony,157,Poznan Marathon 2027,2027-12-19T14:00:00
emilyharvey,322,Neuroscience Conference 2023,2020-06-27T04:00:00
emilyharvey,324,Chemistry Conference 2023,2024-08-03T16:00:00
emilyharvey,326,Environmental Science Conference 2023,2020-11-03T02:00:00
emilyharvey,327,Climate Change Conference 2028,2026-01-08T01:00:00
adrienne93,257,Blockchain Technology Summit 2023,2022-05-19T08:00:00
adrienne93,261,Internet of Things (IoT) Conference 2023,2024-10-05T16:00:00
adrienne93,259,Cloud Computing and Virtualization Conference 2023,2022-08-25T19:00:00
adrienne93,275,Future of Quantum Computing Conference 2028,2027-12-13T17:00:00
adrienne93,268,Cloud Computing and Virtualization Conference 2028,2029-10-05T04:00:00
elliottgary,62,WNBA Finals Game 5,2023-08-26T03:00:00
elliottgary,60,NBA Finals Game 7 2024,2022-04-15T18:00:00
elliottgary,70,EuroLeague Final Four,2026-12-01T10:00:00
urivers,40,A-League Sydney Derby,2024-02-14T13:00:00
urivers,43,MLS Western Conference Final,2022-11-07T12:00:00
urivers,41,J-League Tokyo Derby,2021-12-27T16:00:00
urivers,38,Scottish Premiership Old Firm,2021-04-22T12:00:00
urivers,29,Champions League Final 2023,2022-10-19T19:00:00
urivers,36,Eredivisie De Topper,2023-12-04T10:00:00
urivers,42,MLS Eastern Conference Final,2023-11-11T10:00:00
urivers,47,World Cup 2030 Final,2028-03-13T03:00:00
tiffany20,322,Neuroscience Conference 2023,2020-06-27T04:00:00
tiffany20,326,Environmental Science Conference 2023,2020-11-03T02:00:00
tiffany20,324,Chemistry Conference 2023,2024-08-03T16:00:00
tiffany20,320,Climate Change Conference 2023,2023-12-20T12:00:00
tiffany20,321,Genetics and Genomics Conference 2023,2024-10-09T13:00:00
tiffany20,323,Physics and Astronomy Conference 2023,2020-11-01T23:00:00
tiffany20,327,Climate Change Conference 2028,2026-01-08T01:00:00
tiffany20,331,Chemistry Conference 2028,2030-08-03T13:00:00
jstone,62,WNBA Finals Game 5,2023-08-26T03:00:00
jstone,72,FIBA U19 World Cup Final,2026-06-15T21:00:00
jstone,67,FIBA World Cup 2027,2027-09-24T09:00:00
damon85,25,EDC Las Vegas 2023,2024-06-05T12:00:00
damon85,28,Creamfields UK 2029,2030-01-07T01:00:00
matthew84,4,Queens of the Stone Age Villains Tour,2023-09-07T10:00:00
matthew84,6,Led Zeppelin Tribute Band,2030-02-15T18:00:00
edgar26,240,Yoga for Athletes Workshop,2020-05-04T08:00:00
edgar26,250,Yoga for Flexibility Workshop,2030-02-21T04:00:00
qcarroll,119,UCI Road World Championships,2023-07-14T12:00:00
qcarroll,121,Tour of Flanders 2023,2024-02-02T03:00:00
qcarroll,118,Vuelta a España Stage 8,2023-10-14T21:00:00
qcarroll,116,Tour de France Stage 10,2022-07-05T11:00:00
qcarroll,120,Paris-Roubaix 2023,2022-02-02T10:00:00
qcarroll,128,Paris-Roubaix 2028,2028-03-14T16:00:00
qcarroll,130,UCI Cyclo-cross World Championships 2028,2028-05-15T16:00:00
christopherharding,239,Yoga for Beginners Workshop,2021-02-22T21:00:00
christopherharding,243,Yoga for Strength Workshop,2021-10-20T12:00:00
christopherharding,244,Yoga for Balance Workshop,2024-12-25T10:00:00
christopherharding,255,Yoga for Kids Workshop,2026-02-17T18:00:00
christopherharding,249,Yoga for Stress Relief Workshop,2028-01-06T07:00:00
christopherharding,252,Yoga for Balance Workshop,2027-03-16T13:00:00
john41,167,Candidates Tournament 2023,2023-09-27T12:00:00
john41,171,World Blitz Chess Championship 2023,2020-07-09T22:00:00
john41,170,World Rapid Chess Championship 2023,2020-04-12T07:00:00
john41,178,World Blitz Chess Championship 2028,2028-04-13T04:00:00
turnersharon,322,Neuroscience Conference 2023,2020-06-27T04:00:00
turnersharon,325,Biology Conference 2023,2023-10-12T02:00:00
turnersharon,321,Genetics and Genomics Conference 2023,2024-10-09T13:00:00
turnersharon,329,Neuroscience Conference 2028,2026-11-25T12:00:00
turnersharon,327,Climate Change Conference 2028,2026-01-08T01:00:00
martinezdarrell,168,Grand Slam Chess Tournament 2023,2024-07-24T11:00:00
martinezdarrell,170,World Rapid Chess Championship 2023,2020-04-12T07:00:00
martinezdarrell,176,Chess Olympiad 2028,2029-02-20T17:00:00
martinezdarrell,175,Grand Slam Chess Tournament 2028,2030-12-25T12:00:00
tyler21,189,World Championship of Online Poker 2023,2024-06-23T18:00:00
tyler21,184,Gwent Masters 2023,2022-12-22T23:00:00
tyler21,191,World Championship of Online Poker 2023,2024-05-16T01:00:00
tyler21,181,Magic: The Gathering Pro Tour 2023,2024-11-05T13:00:00
tyler21,188,Magic: The Gathering World Championship 2023,2021-12-10T01:00:00
tyler21,183,Hearthstone World Championship 2023,2020-02-24T03:00:00
tyler21,199,KeyForge World Championship 2028,2026-02-10T21:00:00
tyler21,201,Magic: The Gathering World Championship 2028,2030-03-26T08:00:00
clarkalyssa,239,Yoga for Beginners Workshop,2021-02-22T21:00:00
clarkalyssa,244,Yoga for Balance Workshop,2024-12-25T10:00:00
clarkalyssa,243,Yoga for Strength Workshop,2021-10-20T12:00:00
clarkalyssa,252,Yoga for Balance Workshop,2027-03-16T13:00:00
clarkalyssa,253,Yoga for Mindfulness Workshop,2026-08-17T05:00:00
clarkalyssa,248,Yoga for Athletes Workshop,2028-04-05T02:00:00
amy14,214,Ballroom Dance Showcase,2023-01-27T08:00:00
amy14,208,Jazz Dance Workshop,2020-01-12T02:00:00
amy14,211,Salsa Dance Festival,2021-02-14T19:00:00
amy14,213,Contemporary Dance Workshop,2021-02-26T01:00:00
amy14,210,Hip Hop Dance Battle,2023-05-12T13:00:00
amy14,212,Zumba Dance Party,2022-06-20T23:00:00
amy14,203,Beginner Hip Hop Class,2022-11-20T19:00:00
amy14,215,Jazz Dance Performance,2023-03-10T14:00:00
amy14,226,Ballroom Dance Showcase,2029-09-02T06:00:00
wayne53,170,World Rapid Chess Championship 2023,2020-04-12T07:00:00
wayne53,176,Chess Olympiad 2028,2029-02-20T17:00:00
wayne53,177,World Rapid Chess Championship 2028,2026-01-03T05:00:00
adamsbrittany,277,Urban Photography Walk,2023-11-16T04:00:00
adamsbrittany,282,Street Photography Walk,2028-01-17T02:00:00
qwatson,188,Magic: The Gathering World Championship 2023,2021-12-10T01:00:00
qwatson,184,Gwent Masters 2023,2022-12-22T23:00:00
qwatson,185,Flesh and Blood World Championship 2023,2024-04-01T17:00:00
qwatson,186,KeyForge World Championship 2023,2022-11-21T09:00:00
qwatson,187,Pokemon World Championship 2023,2020-01-25T15:00:00
qwatson,190,World Championship of Online Poker 2023,2022-07-02T13:00:00
qwatson,202,World Championship of Online Poker 2028,2026-12-24T09:00:00
costajessica,150,Gdynia 10K Run 2023,2023-09-17T22:00:00
costajessica,148,Warsaw Marathon 2023,2023-02-24T11:00:00
costajessica,152,Wroclaw Half Marathon 2023,2022-03-10T01:00:00
costajessica,153,Lodz 10K Run 2023,2022-05-12T05:00:00
costajessica,159,Lodz 10K Run 2027,2026-09-21T23:00:00
figueroadiane,138,Guided Hike in the Sudetes Mountains,2020-11-15T14:00:00
figueroadiane,144,Guided Hike in the Sudetes Mountains,2027-03-25T23:00:00
figueroadiane,147,Guided Hike in the Bieszczady Mountains - Winter Edition,2029-06-14T21:00:00
wendy35,33,Bundesliga Der Klassiker,2022-03-26T03:00:00
wendy35,30,Premier League Derby,2021-02-15T19:00:00
wendy35,42,MLS Eastern Conference Final,2023-11-11T10:00:00
wendy35,38,Scottish Premiership Old Firm,2021-04-22T12:00:00
wendy35,55,CONMEBOL Sudamericana Final,2027-05-15T23:00:00
wendy35,46,Euro 2028 Group Stage,2028-06-04T13:00:00
sherry40,120,Paris-Roubaix 2023,2022-02-02T10:00:00
sherry40,133,UCI Track Cycling World Championships 2028,2027-03-08T11:00:00
sherry40,125,Giro d'Italia Stage 10,2026-12-22T21:00:00
davisrita,311,Non-Fiction Writing Workshop,2024-02-19T02:00:00
davisrita,309,Poetry Writing Workshop,2024-07-22T08:00:00
davisrita,317,Memoir Writing Workshop,2027-03-27T09:00:00
davisrita,313,Creative Writing Workshop,2029-10-05T09:00:00
williamsraven,169,Chess Olympiad 2023,2022-12-23T17:00:00
williamsraven,167,Candidates Tournament 2023,2023-09-27T12:00:00
williamsraven,177,World Rapid Chess Championship 2028,2026-01-03T05:00:00
williamsraven,173,World Chess Championship 2028,2028-07-11T19:00:00
williamsraven,175,Grand Slam Chess Tournament 2028,2030-12-25T12:00:00
barbara94,291,Indian Cuisine Cooking Class,2021-03-01T10:00:00
barbara94,287,Italian Cuisine Cooking Class,2023-02-20T23:00:00
barbara94,296,Gluten-Free Cooking Class,2024-07-13T20:00:00
barbara94,290,Mexican Cuisine Cooking Class,2023-09-11T02:00:00
barbara94,295,Vegan Cooking Class,2022-05-01T03:00:00
barbara94,293,Baking Basics Cooking Class,2024-02-18T05:00:00
barbara94,292,Mediterranean Cuisine Cooking Class,2024-03-01T14:00:00
barbara94,305,Vegan Cooking Class,2029-06-25T05:00:00
pjohnson,245,Yoga for Mindfulness Workshop,2024-07-02T14:00:00
pjohnson,241,Yoga for Stress Relief Workshop,2021-11-23T07:00:00
pjohnson,239,Yoga for Beginners Workshop,2021-02-22T21:00:00
pjohnson,240,Yoga for Athletes Workshop,2020-05-04T08:00:00
pjohnson,243,Yoga for Strength Workshop,2021-10-20T12:00:00
pjohnson,238,Morning Vinyasa Flow,2020-05-23T15:00:00
pjohnson,244,Yoga for Balance Workshop,2024-12-25T10:00:00
pjohnson,249,Yoga for Stress Relief Workshop,2028-01-06T07:00:00
pjohnson,250,Yoga for Flexibility Workshop,2030-02-21T04:00:00
julie37,151,Poznan Marathon 2023,2020-10-12T18:00:00
julie37,149,Krakow Half Marathon 2023,2022-05-03T23:00:00
julie37,148,Warsaw Marathon 2023,2023-02-24T11:00:00
julie37,157,Poznan Marathon 2027,2027-12-19T14:00:00
julie37,161,Krakow 10K Run 2027,2028-04-14T03:00:00
mho,135,Guided Hike in the Bieszczady Mountains,2020-01-10T15:00:00
mho,136,Guided Hike in the Pieniny Mountains,2024-05-27T18:00:00
mho,134,Guided Hike in the Tatra Mountains,2022-06-26T02:00:00
mho,138,Guided Hike in the Sudetes Mountains,2020-11-15T14:00:00
mho,147,Guided Hike in the Bieszczady Mountains - Winter Edition,2029-06-14T21:00:00
mho,141,Guided Hike in the Bieszczady Mountains,2029-09-27T02:00:00
tcollins,2,Arctic Monkeys Live 2023,2022-09-13T03:00:00
tcollins,4,Queens of the Stone Age Villains Tour,2023-09-07T10:00:00
